"","addr_state","annual_inc","int_rate","issue_d","loan_amnt"
"39783","NC",18000,10.28,2007,8500
"39784","MA",1e+05,8.07,2007,5000
"39785","MD",2e+05,7.43,2007,5000
"39786","MA",22000,13.75,2007,7500
"39788","LA",88200,15.95,2010,2950
"39789","MO",127000,19.66,2010,20000
"39790","MI",66500,15.57,2010,3500
"39791","CT",42000,15.2,2010,5000
"39792","NC",66720,14.83,2010,2500
"39793","PA",160000,15.57,2010,5000
"39794","WA",90000,16.32,2010,15000
"39795","CA",56000,14.83,2010,10000
"39796","GA",52000,12.23,2010,3000
"39797","CA",84000,14.09,2010,5000
"39798","IL",86000,16.69,2010,7200
"39799","CA",70380,15.57,2010,11850
"39800","NJ",150000,14.83,2010,15000
"39801","WA",2e+05,15.95,2010,10925
"39802","GA",61000,12.23,2010,8000
"39803","NY",25000,12.61,2010,8500
"39804","NY",54257,14.83,2010,7000
"39805","CA",96000,13.72,2010,10000
"39806","WA",73200,16.69,2010,4200
"39807","PA",80000,16.69,2010,3000
"39808","CA",55800,12.61,2010,6400
"39809","NY",42000,16.32,2010,3000
"39810","TX",120000,13.35,2010,10000
"39811","FL",30000,16.32,2010,6500
"39812","OH",69312,21.14,2010,16400
"39813","NC",33096,16.69,2010,3200
"39814","NY",55004,12.61,2010,7000
"39815","CA",40800,12.61,2010,4800
"39816","FL",31000,14.46,2010,1600
"39817","AZ",66000,14.83,2010,8000
"39818","WA",70000,10.36,2010,2000
"39819","NC",57996,17.06,2010,4800
"39820","CA",110000,16.32,2010,2350
"39821","PA",30000,14.09,2010,6000
"39822","CT",78500,17.8,2010,25000
"39823","IL",45500,18.91,2010,5600
"39824","AZ",57000,12.23,2010,10000
"39825","NY",53000,12.98,2010,12000
"39826","MN",23000,16.69,2010,4000
"39827","FL",230000,12.61,2010,3000
"39828","PA",45600,13.35,2010,9700
"39829","CA",16800,9.62,2010,3000
"39830","OK",45000,16.69,2010,7400
"39831","IL",70000,14.83,2010,10000
"39832","PA",53500,15.2,2010,7800
"39833","WI",33600,13.72,2010,8000
"39834","GA",57000,18.91,2010,6600
"39835","CA",36000,15.2,2010,6000
"39836","WI",55000,13.35,2010,5000
"39837","CA",60000,15.2,2010,12000
"39838","DE",95000,15.95,2010,20000
"39839","IL",82000,21.14,2010,14550
"39840","CA",176000,12.61,2010,3000
"39841","IL",59000,16.32,2010,3000
"39842","CA",41386.8,12.61,2010,10000
"39843","NJ",26400,9.99,2010,5500
"39844","TX",984000,9.62,2010,3000
"39845","IL",63500,15.57,2010,8000
"39846","OH",40000,15.57,2010,1800
"39847","CT",57996,13.35,2010,1800
"39848","LA",88200,15.95,2010,16000
"39849","PA",42442.8,14.83,2010,10500
"39850","CA",110000,18.17,2010,14400
"39851","MD",48000,16.69,2010,8000
"39852","CA",90000,14.83,2010,11200
"39853","IL",38400,13.72,2010,14500
"39854","VA",80004,6.91,2010,10000
"39855","NC",39956,8.88,2010,5000
"39856","LA",28000,9.99,2010,4000
"39857","OK",99996,15.2,2010,14000
"39858","PA",47000,12.98,2010,12250
"39859","NY",57996,18.91,2010,18000
"39860","TX",70000,16.69,2010,23000
"39861","MD",55000,15.57,2010,19000
"39862","VA",24000,12.61,2010,4000
"39863","NY",36000,13.72,2010,12000
"39864","NJ",110000,12.23,2010,9000
"39865","DE",42000,13.72,2010,6000
"39866","AL",60000,14.83,2010,5000
"39867","CA",90468,15.2,2010,5000
"39868","NY",60000,12.61,2010,10000
"39869","MI",43404,15.95,2010,2500
"39870","WA",129240,12.98,2010,6000
"39871","MN",45000,13.35,2010,16750
"39872","NY",50000,17.8,2010,13650
"39873","VA",105000,20.77,2010,24000
"39874","CA",104000,12.61,2010,8000
"39875","AR",33000,12.61,2010,5200
"39876","KY",45000,16.32,2010,9000
"39877","NJ",42000,21.14,2010,6000
"39878","CA",4800,13.72,2010,1100
"39879","CA",41500,14.83,2010,2650
"39880","MN",42000,12.61,2010,14500
"39881","NJ",58000,14.83,2010,8000
"39882","CA",11400,15.2,2010,2000
"39883","FL",54000,15.95,2010,5000
"39884","MA",20000,14.46,2010,5000
"39885","MA",84000,12.61,2010,16000
"39886","KY",46500,8.88,2010,7000
"39887","CA",91633,19.29,2010,10000
"39888","TX",36000,18.91,2010,4000
"39889","NJ",28800,15.95,2010,3250
"39890","CT",53000,14.09,2010,12000
"39891","IL",45600,8.88,2010,10000
"39892","CO",24960,17.8,2010,4000
"39893","PA",54096,15.2,2010,1000
"39894","MO",93000,20.77,2010,22000
"39895","NY",84996,14.46,2010,9800
"39896","IL",110004,14.46,2010,7200
"39897","GA",26000,14.83,2010,8000
"39898","AL",51408,17.8,2010,17500
"39899","MA",36000,16.69,2010,2400
"39900","CA",36000,15.2,2010,10750
"39901","MI",24000,12.23,2010,4500
"39902","MA",60000,16.69,2010,6000
"39903","KY",97000,13.35,2010,20000
"39904","MO",45000,6.91,2010,12000
"39905","MN",70556,17.8,2010,24000
"39906","MO",90231,13.72,2010,8000
"39907","MI",150000,18.54,2010,20000
"39908","PA",180000,13.72,2010,14000
"39909","OH",44000,15.57,2010,2400
"39910","NY",115000,18.17,2010,13200
"39911","NJ",52800,14.46,2010,3000
"39912","IL",37000,12.98,2010,12250
"39913","OH",97000,8.88,2010,15600
"39914","MO",47490,12.98,2010,2075
"39915","OK",108000,14.83,2010,10000
"39916","PA",55740,13.35,2010,12000
"39917","MN",91500,9.62,2010,7000
"39918","FL",35000,6.91,2010,7200
"39919","MI",75000,14.09,2010,7000
"39920","OK",55000,14.46,2010,15000
"39921","CA",54000,15.95,2010,15000
"39922","NY",58000,16.69,2010,20500
"39923","KY",68400,15.2,2010,4000
"39924","CA",110000,15.95,2010,18000
"39925","MN",72720,16.32,2010,10000
"39926","NY",77000,13.35,2010,10000
"39927","FL",39000,15.57,2010,5000
"39928","AR",48000,17.06,2010,4000
"39929","CT",38952,15.95,2010,3600
"39930","IL",88000,14.83,2010,16000
"39931","NY",46789,14.46,2010,10000
"39932","CA",107000,8.88,2010,10000
"39933","NV",61300,15.95,2010,1500
"39934","LA",30000,20.4,2010,7750
"39935","NJ",46100,12.61,2010,5000
"39936","TX",43000,15.2,2010,10000
"39937","PA",81996,18.17,2010,8000
"39938","PA",56000,16.69,2010,14500
"39939","IL",146000,15.57,2010,25000
"39940","NJ",138000,15.57,2010,6000
"39941","NY",42000,12.61,2010,6000
"39942","CA",66000,10.36,2010,18000
"39943","IL",41004,14.46,2010,1500
"39944","CA",78000,15.95,2010,8000
"39945","IL",65000,14.46,2010,6000
"39946","NH",90000,6.54,2010,9500
"39947","MI",42000,12.61,2010,13750
"39948","MI",50000,12.23,2010,4000
"39949","FL",1e+05,15.57,2010,8000
"39950","NY",28800,9.62,2010,4200
"39951","NH",90000,15.95,2010,6000
"39952","MI",75000,10.36,2010,5300
"39953","IL",38000,16.32,2010,11500
"39954","NY",60000,17.8,2010,4500
"39955","IL",30000,9.99,2010,16000
"39956","GA",138000,12.23,2010,4000
"39957","WV",35000,9.25,2010,12000
"39958","PA",52000,9.62,2010,5400
"39959","OH",60000,6.91,2010,12000
"39960","WI",70000,15.2,2010,25000
"39961","TX",80000,16.69,2010,25000
"39962","UT",49000,9.99,2010,3000
"39963","NY",32004,18.54,2010,4800
"39964","IL",44400,17.8,2010,12250
"39965","WV",46500,8.88,2010,4000
"39966","NY",52000,6.91,2010,10000
"39967","NJ",69000,15.57,2010,7500
"39968","NY",123000,12.61,2010,4800
"39969","FL",50400,13.35,2010,15000
"39970","CA",26707,8.88,2010,12000
"39971","FL",60000,6.54,2010,9000
"39972","IL",39504,10.36,2010,12000
"39973","NC",40000,12.23,2010,7000
"39974","CA",24000,16.69,2010,6000
"39975","IL",90000,6.91,2010,16000
"39976","MI",32000,6.91,2010,15250
"39977","TX",70000,12.23,2010,8000
"39978","TX",27000,14.09,2010,10000
"39979","PA",52000,9.62,2010,5000
"39980","FL",90000,9.62,2010,24000
"39981","VA",128000,10.36,2010,2000
"39982","GA",60000,10.36,2010,20000
"39983","NY",48000,18.17,2010,2400
"39984","NY",75000,14.83,2010,12000
"39985","WV",9600,13.72,2010,1500
"39986","WI",116000,15.95,2010,7000
"39987","MO",41000,14.46,2010,2800
"39988","TX",85000,19.66,2010,20000
"39989","NY",124000,16.69,2010,15000
"39990","IL",70000,14.83,2010,8000
"39991","NY",255000,17.43,2010,8500
"39992","MI",744000,9.25,2010,3000
"39993","MI",57996,14.46,2010,2000
"39994","NJ",65004,11.86,2010,16000
"39995","MO",38000,15.95,2010,5000
"39996","WI",45000,9.62,2010,21000
"39997","NM",85000,15.95,2010,3000
"39998","PA",75000,8.88,2010,9000
"39999","RI",46800,16.82,2010,19600
"40000","MA",126000,21.64,2010,14500
"40001","IL",68000,14.84,2010,20500
"40002","NY",50004,14.72,2010,3000
"40003","TX",111000,15.21,2010,20000
"40004","TX",120000,16.32,2010,18000
"40005","AL",87000,16.45,2010,10000
"40006","IL",78000,15.95,2010,10000
"40007","NJ",72000,10.75,2010,6000
"40008","TX",58000,10.38,2010,2200
"40009","IL",70240,15.21,2010,7000
"40010","CO",46199,11.49,2010,16750
"40011","FL",37000,17.93,2010,4000
"40012","CO",86400,15.21,2010,3350
"40013","OH",30000,15.21,2010,4000
"40014","FL",31320,14.35,2010,6600
"40015","WA",85000,11.86,2010,10000
"40016","AR",57000,13.61,2010,1500
"40017","PA",16200,17.93,2010,1800
"40018","PA",25980,11.86,2010,3600
"40019","WY",108000,21.64,2010,19750
"40020","IL",44160,15.58,2010,5000
"40021","WI",152000,17.93,2010,5500
"40022","LA",65000,15.21,2010,19000
"40023","CO",75000,13.61,2010,4000
"40024","IL",3e+05,19.04,2010,25000
"40025","FL",182000,21.64,2010,10000
"40026","FL",62000,16.82,2010,8000
"40027","NJ",108000,19.04,2010,20000
"40028","NJ",73000,14.35,2010,4200
"40029","IL",79200,15.95,2010,6000
"40030","CO",57408,11.86,2010,3000
"40031","IL",34992,19.79,2010,8000
"40032","MA",95000,14.72,2010,10000
"40033","IL",55944,15.95,2010,10000
"40034","NJ",50000,15.58,2010,4800
"40035","TX",63000,11.86,2010,25000
"40036","FL",80000,19.79,2010,16000
"40037","IL",46000,16.45,2010,7000
"40038","CA",60000,17.19,2010,12000
"40039","TX",110000,13.98,2010,17000
"40040","CA",150000,13.23,2010,12000
"40041","NJ",80800,19.41,2010,8400
"40042","OH",83000,19.41,2010,25000
"40043","GA",87500,14.35,2010,4000
"40044","OH",40000,18.3,2010,8400
"40045","MD",75000,15.21,2010,5000
"40046","NY",60000,17.56,2010,14400
"40047","PA",28800,15.58,2010,3250
"40048","GA",40000,13.23,2010,1000
"40049","OH",40000,13.98,2010,5000
"40050","MI",91176,15.95,2010,4325
"40051","IL",85000,11.49,2010,2500
"40052","CA",135000,13.23,2010,18000
"40053","CT",36000,10.75,2010,6000
"40054","CA",75597.48,17.56,2010,10000
"40055","CT",78000,15.21,2010,5000
"40056","MA",84200,21.64,2010,9250
"40057","UT",55200,15.58,2010,7000
"40058","VA",24000,7.88,2010,1750
"40059","FL",56000,14.84,2010,14000
"40060","WI",50000,15.21,2010,9250
"40061","CA",60000,19.41,2010,15000
"40062","OH",160000,13.61,2010,15000
"40063","PA",65000,13.98,2010,8000
"40064","MA",69000,13.98,2010,5000
"40065","UT",75996,13.98,2010,5000
"40066","OH",75000,17.56,2010,5000
"40067","GA",120000,19.04,2010,20000
"40068","PA",80000,15.95,2010,4000
"40069","NY",50000,17.93,2010,8000
"40070","IL",110000,15.58,2010,14000
"40071","MO",49000,15.95,2010,12000
"40072","CT",140000,19.41,2010,25000
"40073","MT",65000,11.12,2010,6000
"40074","IL",51000,15.95,2010,9700
"40075","CT",190000,16.45,2010,15000
"40076","TX",3e+05,11.86,2010,7600
"40077","CA",10200,10.38,2010,1000
"40078","TX",65257,13.23,2010,6250
"40079","VA",51600,16.32,2010,8000
"40080","GA",60000,20.16,2010,2000
"40081","FL",57600,13.61,2010,10000
"40082","MO",59000,14.72,2010,2000
"40083","MO",24960,17.19,2010,3600
"40084","CO",63000,17.93,2010,6000
"40085","AL",42000,15.95,2010,8500
"40086","LA",47004,18.67,2010,9000
"40087","CA",70000,20.53,2010,15000
"40088","CA",30000,16.82,2010,15200
"40089","MD",34428,7.88,2010,3200
"40090","FL",56004,15.58,2010,4000
"40091","OH",28000,16.32,2010,2800
"40092","OH",104000,20.53,2010,2100
"40093","MI",69000,17.93,2010,7675
"40094","GA",95000,13.23,2010,9000
"40095","MO",30000,16.45,2010,8000
"40096","CA",28800,13.98,2010,6000
"40097","CA",80000,7.88,2010,9600
"40098","NJ",138000,14.35,2010,10000
"40099","CA",80000,11.12,2010,16000
"40100","TX",120000,11.12,2010,11000
"40101","NY",69500,13.61,2010,3000
"40102","OK",57120,21.27,2010,20000
"40103","PA",33000,15.21,2010,5500
"40104","PA",28080,16.32,2010,4750
"40105","PA",39360,13.23,2010,5000
"40106","MO",60000,16.82,2010,10000
"40107","MA",2e+05,16.32,2010,25000
"40108","VA",27600,17.19,2010,4000
"40109","CA",125004,21.64,2010,22000
"40110","MI",21600,17.19,2010,4975
"40111","IL",56000,19.79,2010,10000
"40112","NV",42240,13.98,2010,3200
"40113","CA",180000,16.82,2010,24000
"40114","AZ",150000,11.86,2010,3000
"40115","IL",48000,10.75,2010,5000
"40116","PA",55000,15.58,2010,10000
"40117","MI",28000,13.23,2010,3000
"40118","GA",48000,14.35,2010,4900
"40119","NJ",185000,21.64,2010,25000
"40120","WI",70000,19.04,2010,20000
"40121","IL",87996,14.35,2010,10000
"40122","FL",48000,15.21,2010,2000
"40123","NJ",48996,14.72,2010,4800
"40124","KY",42000,17.56,2010,4000
"40125","TX",66000,11.12,2010,12000
"40126","PA",1e+05,13.61,2010,25000
"40127","TX",26400,11.86,2010,2000
"40128","KY",25000,15.21,2010,6000
"40129","IL",110004,17.56,2010,25000
"40130","CA",1e+05,20.53,2010,25000
"40131","CT",95000,11.86,2010,12000
"40132","NY",50004,16.45,2010,2500
"40133","CA",180000,16.45,2010,20000
"40134","OH",73500,7.88,2010,4200
"40135","DE",80000,17.19,2010,10000
"40136","CA",66600,13.98,2010,3600
"40137","PA",42000,18.3,2010,22750
"40138","MA",68000,10.38,2010,2000
"40139","NY",150000,15.95,2010,8000
"40140","OR",28800,15.95,2010,1500
"40141","PA",42000,15.58,2010,12000
"40142","OR",45000,11.12,2010,10000
"40143","MA",60000,7.88,2010,8000
"40144","CA",54000,13.61,2010,3500
"40145","MA",60000,14.84,2010,6800
"40146","TX",58350,15.21,2010,3500
"40147","CA",26400,14.72,2010,4500
"40148","MA",70000,10.75,2010,8400
"40149","IL",57000,16.82,2010,2600
"40150","KY",140004,16.32,2010,16000
"40151","FL",126000,11.12,2010,20000
"40152","NM",29500,11.86,2010,9600
"40153","NJ",42000,15.58,2010,10000
"40154","CA",80000,17.56,2010,5000
"40155","CA",60000,16.45,2010,4000
"40156","CA",78206,16.32,2010,8400
"40157","TX",72000,15.21,2010,4500
"40158","CA",51000,11.49,2010,18000
"40159","FL",42600,20.9,2010,7000
"40160","WI",57330,17.56,2010,25000
"40161","TX",45000,13.61,2010,7200
"40162","TX",95040,16.32,2010,8400
"40163","MA",38400,16.82,2010,3500
"40164","GA",42000,17.93,2010,10000
"40165","CA",57996,16.32,2010,20000
"40166","MD",45000,14.84,2010,7000
"40167","TX",130000,15.21,2010,25000
"40168","TX",189996,19.79,2010,24000
"40169","NJ",45000,15.21,2010,10000
"40170","WI",51000,14.84,2010,6000
"40171","OR",45888,13.23,2010,5000
"40172","WA",60000,10.75,2010,8500
"40173","MO",47000,13.98,2010,10000
"40174","FL",59004,13.61,2010,7200
"40175","CA",80000,20.9,2010,25000
"40176","MO",35000,19.41,2010,11500
"40177","PA",28800,15.21,2010,4000
"40178","NJ",50000,10.38,2010,7200
"40179","KY",69000,13.98,2010,3000
"40180","SC",45000,11.12,2010,3000
"40181","NY",30000,10.75,2010,1000
"40182","MA",51875,13.98,2010,4200
"40183","CA",126000,15.21,2010,5000
"40184","MA",56004,16.32,2010,5000
"40185","AL",53000,10.38,2010,10750
"40186","TX",128000,18.67,2010,20000
"40187","TX",70800,13.98,2010,3500
"40188","FL",74004,13.98,2010,20000
"40189","MO",104000,13.23,2010,12000
"40190","OH",120000,14.72,2010,20000
"40191","TX",29500,15.95,2010,1500
"40192","FL",35496,15.58,2010,9000
"40193","MA",37488,18.67,2010,6000
"40194","FL",41004,15.58,2010,6000
"40195","MO",30996,16.45,2010,5000
"40196","FL",159996,17.19,2010,8000
"40197","TX",115000,16.45,2010,20000
"40198","CA",135000,16.45,2010,18000
"40199","MA",42000,13.98,2010,7800
"40200","DE",75000,19.41,2010,16000
"40201","CA",95420,16.32,2010,14500
"40202","OH",24000,16.32,2010,4750
"40203","CA",79000,15.21,2010,4200
"40204","CO",80000,13.23,2010,1750
"40205","TX",120000,16.32,2010,6000
"40206","WI",95000,15.95,2010,24000
"40207","LA",24000,14.72,2010,5000
"40208","IL",45000,13.61,2010,16000
"40209","MD",40000,11.86,2010,2500
"40210","NY",1e+05,17.19,2010,6000
"40211","NJ",62000,16.45,2010,5000
"40212","NY",21000,18.67,2010,5500
"40213","FL",24000,21.27,2010,12000
"40214","MT",63650,16.32,2010,10000
"40215","NY",120000,13.98,2010,12000
"40216","MI",90000,16.32,2010,13800
"40217","FL",45996,13.61,2010,9600
"40218","FL",21360,15.21,2010,5000
"40219","OH",60000,11.49,2010,4000
"40220","CT",135000,16.45,2010,5600
"40221","MN",90000,13.98,2010,25000
"40222","AR",343368,13.98,2010,14000
"40223","NJ",120000,15.21,2010,20000
"40224","TX",59004,16.82,2010,9600
"40225","NY",63996,13.61,2010,9000
"40226","FL",35000,13.61,2010,12000
"40227","MO",68160,15.21,2010,3500
"40228","OR",41500,13.98,2010,3000
"40229","MD",95000,14.35,2010,6500
"40230","WI",33000,11.86,2010,7000
"40231","MA",35460,17.93,2010,6500
"40232","IL",34800,13.61,2010,6000
"40233","IL",55000,18.3,2010,18000
"40234","PA",36000,16.82,2010,6000
"40235","CA",54996,14.35,2010,2000
"40236","CA",40212,14.84,2010,3600
"40237","OH",76000,17.19,2010,22200
"40238","AL",32000,17.19,2010,8500
"40239","NY",40000,14.72,2010,6500
"40240","OH",33000,15.95,2010,4000
"40241","FL",45000,14.72,2010,2500
"40242","LA",76500,13.61,2010,8000
"40243","WA",60000,20.16,2010,18000
"40244","OH",26400,18.3,2010,6000
"40245","CA",57600,13.23,2010,15000
"40246","WI",56652,16.82,2010,4000
"40247","CT",40000,13.98,2010,19000
"40248","NJ",31824,17.19,2010,8000
"40249","FL",93000,18.3,2010,7200
"40250","CA",60000,20.16,2010,20000
"40251","CA",1e+05,19.04,2010,12000
"40252","PA",63000,17.56,2010,20000
"40253","TX",95000,11.86,2010,7200
"40254","IL",62400,11.49,2010,8800
"40255","MA",76600,13.61,2010,10000
"40256","TX",203311.42,15.95,2010,6900
"40257","AL",65004,16.32,2010,7200
"40258","GA",55000,15.95,2010,4000
"40259","CA",44000,14.35,2010,3200
"40260","TX",40800,17.19,2010,5000
"40261","CO",85000,20.53,2010,9050
"40262","TX",105000,20.16,2010,25000
"40263","NY",82000,11.12,2010,2000
"40264","PA",20000,17.19,2010,1600
"40265","UT",18000,14.35,2010,1500
"40266","CO",52000,18.67,2010,9000
"40267","MI",58000,11.49,2010,5900
"40268","DE",84770,16.45,2010,4000
"40269","NY",39500,7.14,2010,3500
"40270","UT",90000,17.56,2010,18000
"40271","CA",50000,14.35,2010,10000
"40272","CA",125004,17.19,2010,16000
"40273","MN",58100,20.9,2010,5900
"40274","NJ",125000,16.45,2010,12000
"40275","PA",36000,13.61,2010,6000
"40276","TX",93000,7.88,2010,9200
"40277","MO",25000,15.95,2010,7750
"40278","FL",84996,16.32,2010,18000
"40279","FL",24996,11.86,2010,3500
"40280","TX",108000,19.04,2010,10000
"40281","MD",30160,16.45,2010,4000
"40282","MD",70000,16.45,2010,5000
"40283","PA",48000,17.19,2010,8400
"40284","NY",50000,14.35,2010,15000
"40285","IL",97000,15.95,2010,24000
"40286","MI",54996,15.21,2010,4000
"40287","GA",24000,11.86,2010,2500
"40288","IL",140000,10.38,2010,3000
"40289","CO",81000,13.23,2010,2400
"40290","IL",41000,13.98,2010,4500
"40291","OR",38400,11.86,2010,3000
"40292","OH",35364,13.98,2010,7400
"40293","RI",30000,17.93,2010,7000
"40294","SC",85000,16.82,2010,15000
"40295","OH",50004,16.45,2010,4000
"40296","MI",20004,13.98,2010,2500
"40297","MA",150000,18.3,2010,25000
"40298","MI",81000,13.98,2010,5000
"40299","TX",60000,16.45,2010,14000
"40300","FL",60000,17.56,2010,6000
"40301","AL",80000,13.98,2010,8000
"40302","AR",240000,20.53,2010,25000
"40303","OH",52000,15.95,2010,15000
"40304","WI",50400,14.35,2010,5000
"40305","OH",62000,11.12,2010,12000
"40306","AL",49560,10.75,2010,1000
"40307","CO",1e+05,17.93,2010,25000
"40308","NY",57504,13.61,2010,2500
"40309","UT",44301.6,16.82,2010,6000
"40310","NY",54500,15.21,2010,5000
"40311","NY",108000,16.82,2010,15000
"40312","OH",49000,15.58,2010,7000
"40313","CA",90000,7.88,2010,6000
"40314","IL",38000,16.82,2010,14000
"40315","NJ",43000,14.72,2010,2000
"40316","TX",90000,20.53,2010,12225
"40317","IL",30000,15.21,2010,3200
"40318","IL",56496,11.12,2010,2300
"40319","DE",80000,18.3,2010,19000
"40320","MN",75000,15.95,2010,12000
"40321","TX",90000,15.21,2010,3000
"40322","OH",78000,14.84,2010,18000
"40323","PA",24000,16.32,2010,2500
"40324","MD",59000,14.35,2010,10000
"40325","PA",74360,19.04,2010,2000
"40326","MI",31000,14.35,2010,3000
"40327","OH",27600,14.35,2010,3000
"40328","MT",31200,16.32,2010,6000
"40329","MO",26400,14.84,2010,4800
"40330","FL",1e+05,14.35,2010,5000
"40331","NY",156000,11.49,2010,13125
"40332","IL",22880,13.98,2010,10000
"40333","OK",33600,15.95,2010,7000
"40334","WI",30684,11.49,2010,4500
"40335","AZ",32004,13.61,2010,12000
"40336","CA",69320,17.56,2010,9000
"40337","CA",145000,17.56,2010,20000
"40338","MD",66500,15.95,2010,8000
"40339","FL",45000,7.88,2010,4800
"40340","CT",55000,16.32,2010,3600
"40341","NV",31000,14.72,2010,4600
"40342","CO",24000,15.21,2010,4000
"40343","NH",68000,10.38,2010,5000
"40344","NY",114000,15.58,2010,25000
"40345","CA",90672,16.45,2010,12000
"40346","CA",48996,11.49,2010,5600
"40347","OH",55000,17.56,2010,4000
"40348","PA",45000,15.95,2010,9600
"40349","NJ",99996,19.79,2010,15000
"40350","IL",88250,20.16,2010,5000
"40351","NY",60000,11.86,2010,2850
"40352","MD",45000,13.61,2010,3200
"40353","MO",31656,16.82,2010,5000
"40354","TX",38436,14.84,2010,5000
"40355","OH",35780,18.3,2010,13700
"40356","NY",49500,11.12,2010,2000
"40357","FL",57190,16.82,2010,20000
"40358","CA",46053.5,19.41,2010,5000
"40359","NY",65000,20.16,2010,24000
"40360","VA",53000,11.86,2010,20000
"40361","WA",40000,7.88,2010,4000
"40362","CT",1e+05,11.49,2010,10000
"40363","TX",59000,14.84,2010,15200
"40364","IL",72000,11.86,2010,12000
"40365","TX",136000,20.9,2010,24000
"40366","WI",55000,11.86,2010,10000
